States/UTs,District,Year,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnapping & Abduction,Kidnapping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Other Kidnapping,Dacoity,Dacoity with Murder,Other Dacoity,Making Preparation and Assembly for committing Dacoity,Robbery,Criminal Trespass/Burglary,Criminal Trespass or Burglary,House Trespass & House Breaking,Theft,Auto Theft,Other Thefts,Unlawful Assembly,Riots,Riots_Communal,Riots_Industrial,Riots_Political,Riots_Caste Conflict,Riots_SC/STs Vs Non-SCs/STs,Riots_Other Caste Conflict,Riots_Agrarian,Riots_Students,Riots_Sectarian,Riots_Others,Criminal Breach of Trust,Cheating,Forgery,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Deaths due to negligent driving/act,Incidence of Rash Driving,HumanTrafficking,Other IPC crimes,Total Cognizable IPC crimes
Madhya Pradesh,Shahdol,2014,36,24,2,0,122,0,0,0,122,15,107,0,200,122,0,2,41,35,1,0,1,0,32,277,277,0,334,103,231,0,26,0,5,0,0,0,0,0,0,0,21,4,39,0,0,16,68,336,0,114,619,4,2669,5060
Madhya Pradesh,Shajapur,2014,20,25,0,7,68,0,0,0,68,7,61,0,47,16,0,0,20,11,0,0,0,2,15,141,124,17,314,136,178,0,29,3,0,0,3,3,0,2,0,0,21,19,13,7,0,7,113,130,0,110,455,0,2089,3684
Madhya Pradesh,Sheopur,2014,18,15,1,0,23,0,0,0,23,3,20,0,36,13,0,1,22,0,3,0,3,1,6,47,0,47,92,36,56,0,26,0,0,1,5,0,5,8,0,0,12,3,11,0,0,5,10,37,0,40,160,0,912,1471
Madhya Pradesh,Shivpuri,2014,55,55,6,3,101,0,0,0,101,10,91,1,172,0,1,3,0,168,3,0,3,20,52,207,0,207,389,170,219,0,63,0,0,0,63,0,63,0,0,0,0,11,54,0,2,11,69,111,0,210,872,2,2891,5451
Madhya Pradesh,Sidhi,2014,31,10,4,0,40,0,0,0,40,2,38,0,100,28,0,0,0,72,0,0,0,0,21,116,108,8,107,36,71,0,13,0,0,0,0,0,0,0,0,0,13,7,21,0,1,14,29,68,0,100,570,1,2186,3481
Madhya Pradesh,Sehore,2014,33,46,7,10,124,0,0,0,124,15,109,0,149,71,0,0,69,9,0,0,0,0,21,267,246,21,472,262,210,0,39,0,0,0,0,0,0,0,0,0,39,17,25,0,0,12,21,158,0,202,1074,0,2090,4906
Madhya Pradesh,Singrauli,2014,42,29,5,1,88,0,0,0,88,10,78,0,114,0,0,0,67,47,0,0,0,7,15,147,147,0,231,59,172,0,37,1,4,0,0,0,0,0,0,0,32,6,10,8,1,17,47,105,0,118,389,9,1763,3280
Madhya Pradesh,Tikamgarh,2014,36,25,3,0,92,0,0,0,92,4,88,1,79,79,0,0,0,0,1,0,1,1,25,165,165,0,128,57,71,0,35,0,0,0,0,0,0,0,0,0,35,3,17,0,1,15,21,42,0,121,507,0,1810,3223
Madhya Pradesh,Ujjain,2014,67,134,2,4,126,0,0,0,126,3,123,0,148,68,1,0,47,32,3,0,3,2,54,434,410,24,1103,668,435,0,66,6,0,0,0,0,0,0,0,0,60,28,45,7,0,11,0,285,0,208,1650,1,4323,8828
Madhya Pradesh,Umaria,2014,17,6,0,0,51,0,0,0,51,1,50,0,91,49,0,0,42,0,1,0,1,2,12,102,102,0,78,24,54,0,11,0,0,0,0,0,0,0,0,0,11,4,16,0,0,2,104,90,0,0,0,0,1546,2183
Madhya Pradesh,Vidisha,2014,48,82,6,23,156,0,0,0,156,15,141,1,140,93,0,0,43,4,1,0,1,0,35,315,289,26,440,191,249,0,34,0,0,1,0,0,0,6,0,0,27,8,46,0,0,21,71,162,0,171,783,0,2998,5712
Madhya Pradesh,Cyber Cell,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,Ahmednagar,2014,109,74,6,0,103,0,0,0,103,6,97,1,121,30,0,1,51,39,44,2,42,21,274,559,57,502,1519,531,988,65,457,0,0,0,0,0,0,0,0,0,457,32,165,0,0,13,67,264,0,736,747,0,1113,6578
Maharashtra,Akola,2014,52,50,3,0,52,0,0,0,52,1,51,1,42,17,0,0,22,3,14,0,14,3,108,177,122,55,736,176,560,36,97,4,0,0,7,7,0,0,0,0,86,19,108,7,0,5,101,136,0,141,503,0,1724,4165
Maharashtra,Amravati Commr.,2014,27,49,2,0,27,0,0,0,27,3,24,0,36,20,0,1,10,5,2,0,2,0,56,206,96,110,815,235,580,61,13,3,0,0,0,0,0,0,1,0,9,19,90,17,0,1,24,108,0,82,510,0,975,3150
Maharashtra,Amravati Rural,2014,51,63,5,0,103,0,0,0,103,5,98,0,76,32,0,0,32,12,6,0,6,1,42,236,180,56,1221,152,1069,23,43,0,0,0,0,0,0,0,0,0,43,11,93,0,0,8,216,213,0,237,546,0,3196,6497
Maharashtra,Aurangabad Commr.,2014,35,54,0,0,27,0,0,0,27,2,25,0,63,32,0,0,16,15,25,0,25,15,204,267,210,57,1419,706,713,36,134,0,0,0,0,0,0,0,0,0,134,15,197,4,0,2,110,164,0,183,771,0,851,4590
Maharashtra,Aurangabad Rural,2014,49,63,1,0,31,0,0,0,31,1,30,0,37,12,0,0,13,12,18,0,18,10,41,116,102,14,917,191,726,22,264,0,0,0,10,10,0,0,0,0,254,14,87,0,0,7,86,218,0,298,402,0,1350,4053
Maharashtra,Beed,2014,75,93,2,0,70,0,0,0,70,3,67,0,72,19,0,0,25,28,21,0,21,2,94,227,200,27,678,292,386,38,266,0,0,9,21,21,0,6,0,0,230,30,120,2,0,3,173,316,0,304,856,0,1156,4669
Maharashtra,Bhandara,2014,20,17,3,0,28,0,0,0,28,0,28,0,23,15,0,0,6,2,1,1,0,0,25,153,114,39,476,83,393,6,19,1,0,0,0,0,0,0,0,0,18,11,55,0,0,3,47,40,0,135,309,0,528,1927
Maharashtra,Buldhana,2014,59,55,5,0,57,0,0,0,57,4,53,0,44,9,0,0,28,7,12,0,12,3,44,155,129,26,669,167,502,35,186,16,0,0,7,7,0,0,0,0,163,19,94,10,0,22,94,152,0,279,396,0,1690,4138
Maharashtra,Chandrapur,2014,51,50,3,0,99,0,0,0,99,5,94,1,49,0,0,2,29,18,9,0,9,2,41,233,195,38,751,219,532,21,53,0,0,0,0,0,0,0,0,0,53,41,120,0,0,2,0,203,0,313,512,0,1474,4130
Maharashtra,Dhule,2014,38,46,1,0,35,0,0,0,35,3,32,0,43,0,0,0,18,25,32,0,32,3,56,145,131,14,366,150,216,10,166,4,0,0,7,7,0,6,0,0,149,44,86,1,0,11,0,207,0,311,378,0,671,2685
Maharashtra,Gadchiroli,2014,54,55,2,0,22,0,0,0,22,3,19,1,8,0,0,0,6,2,4,1,3,0,8,85,77,8,102,30,72,3,9,0,0,0,0,0,0,2,1,0,6,3,36,0,0,0,10,16,0,109,90,0,191,833
Maharashtra,Gondia,2014,33,21,3,0,58,0,0,0,58,4,54,0,26,0,1,0,0,25,1,0,1,0,20,130,120,10,313,96,217,20,13,0,0,0,0,0,0,0,0,0,13,10,41,0,0,6,113,46,0,135,209,0,561,1821
Maharashtra,Hingoli,2014,27,28,1,0,24,0,0,0,24,0,24,0,29,12,1,0,12,4,2,0,2,2,19,51,50,1,128,32,96,9,66,0,0,0,0,0,0,0,0,0,66,6,44,0,0,4,51,83,0,91,186,0,812,1685
Maharashtra,Jalgaon,2014,80,77,2,0,66,0,0,0,66,4,62,0,84,0,0,0,76,8,43,0,43,2,129,248,224,24,999,287,712,18,327,4,0,5,0,0,0,0,0,0,318,95,191,0,0,1,213,374,0,393,597,0,2202,6209
Maharashtra,Jalna,2014,64,76,4,0,33,0,0,0,33,1,32,0,39,7,0,6,26,0,12,0,12,4,75,206,165,41,582,187,395,51,120,0,0,0,0,0,0,0,0,0,120,13,116,0,0,13,155,289,0,189,16,0,1051,3138
Maharashtra,Kolhapur,2014,64,68,3,0,84,0,0,0,84,0,84,0,70,7,1,5,29,28,18,0,18,3,236,363,296,67,883,403,480,17,273,0,0,5,13,13,0,0,0,0,255,69,317,0,2,8,42,150,0,317,776,0,883,4727
Maharashtra,Latur,2014,74,61,1,0,57,0,0,0,57,4,53,0,84,0,0,0,84,0,31,0,31,3,79,231,184,47,549,220,329,38,246,0,0,0,246,14,232,0,0,0,0,14,125,0,0,4,0,323,0,256,393,0,1215,3842
Maharashtra,Mumbai Commr.,2014,183,181,4,1,607,0,0,0,607,16,591,2,541,451,1,3,15,71,34,0,34,14,2094,3055,2531,524,10101,3598,6503,6,409,0,0,7,2,2,0,0,0,0,400,672,2594,980,2,22,650,563,0,584,4129,84,9140,37261
Maharashtra,Mumbai Railway,2014,17,2,0,0,1,0,0,0,1,0,1,0,17,17,0,0,0,0,0,0,0,0,573,4,4,0,2247,0,2247,3,6,0,0,0,0,0,0,0,0,0,6,6,46,0,0,0,20,0,0,2,0,1,136,3082
Maharashtra,Nagpur Commr.,2014,103,92,5,0,113,0,0,0,113,4,109,2,145,97,0,0,46,2,16,1,15,16,505,1074,828,246,2962,1604,1358,36,147,0,0,0,0,0,0,0,0,0,147,52,394,2,0,10,197,234,0,316,1096,1,2339,9958
Maharashtra,Nagpur Railway,2014,2,1,0,0,3,0,0,0,3,0,3,0,2,0,0,0,0,2,6,0,6,1,80,0,0,0,1531,50,1481,0,7,0,0,0,0,0,0,0,0,0,7,1,8,0,0,0,0,0,0,3,0,0,86,1733
Maharashtra,Nagpur Rural,2014,69,46,11,0,65,0,0,0,65,0,65,0,35,13,0,1,21,0,7,0,7,7,65,249,209,40,1024,276,748,27,60,0,0,0,0,0,0,0,0,0,60,28,60,0,0,4,52,85,0,437,730,0,1148,4267
Maharashtra,Nanded,2014,73,73,4,0,43,0,0,0,43,2,41,0,95,0,0,0,40,55,8,0,8,2,62,243,211,32,511,204,307,27,192,5,0,0,8,8,0,0,0,0,179,25,11,140,0,6,147,180,0,268,574,0,1683,4410
Maharashtra,Nandurbar,2014,36,19,5,0,25,0,0,0,25,3,22,0,21,4,1,0,16,0,6,0,6,1,13,84,80,4,157,59,98,4,89,2,0,1,4,4,0,9,0,0,73,17,34,1,0,2,8,47,0,129,233,0,417,1375
Maharashtra,Nasik Commr.,2014,26,30,0,0,28,0,0,0,28,2,26,0,59,50,3,1,3,2,13,0,13,29,124,299,254,45,1053,685,368,2,64,0,0,1,0,0,0,0,0,0,63,26,130,1,0,3,47,200,1,172,489,0,930,3727
Maharashtra,Nasik Rural,2014,98,65,6,0,87,0,0,0,87,5,82,0,108,41,0,0,57,10,27,0,27,6,103,319,292,27,888,330,558,40,375,35,0,5,0,0,0,1,0,0,334,23,186,1,0,17,171,383,0,688,1599,0,1140,6416
Maharashtra,Navi Mumbai,2014,51,23,2,0,88,0,0,0,88,4,84,0,140,134,0,4,0,2,17,0,17,13,411,549,363,186,1447,654,793,0,89,0,0,7,0,0,0,0,0,0,82,105,576,2,0,6,30,131,0,361,527,0,986,5633
Maharashtra,Osmanabad,2014,39,58,2,0,43,0,0,0,43,2,41,0,28,14,0,0,12,2,19,2,17,11,40,206,182,24,427,138,289,14,148,0,0,2,0,0,0,10,0,0,136,14,75,0,0,5,46,117,0,243,408,0,702,2679
Maharashtra,Palghar,2014,85,36,8,0,98,0,0,0,98,3,95,0,114,52,0,1,4,57,21,1,20,7,211,631,540,91,1071,461,610,2,220,4,0,13,1,1,0,10,0,0,192,34,259,11,1,1,28,73,0,396,369,0,594,4364
Maharashtra,Parbhani,2014,44,82,3,0,38,0,0,0,38,3,35,0,64,15,3,0,12,34,26,0,26,1,48,204,180,24,488,138,350,22,157,0,0,0,12,12,0,0,0,0,145,10,145,0,0,5,68,251,0,120,328,0,1249,3393
Maharashtra,Pune Commr.,2014,138,181,9,0,189,0,0,0,189,3,186,0,228,106,0,0,47,75,92,2,90,33,873,1362,953,409,4867,2782,2085,10,259,8,0,13,0,0,0,0,0,0,238,70,770,8,0,20,110,391,0,456,1299,0,2065,13589
Maharashtra,Pune Railway,2014,8,1,0,0,2,0,0,0,2,0,2,0,3,3,0,0,0,0,8,0,8,1,56,1,0,1,543,14,529,0,3,0,0,0,0,0,0,0,0,0,3,1,2,0,0,1,1,0,0,0,0,0,35,667
Maharashtra,Pune Rural,2014,153,125,11,0,147,0,0,0,147,1,146,1,157,144,5,2,0,6,87,0,87,29,251,807,643,164,2592,1256,1336,36,609,1,0,10,21,21,0,0,0,0,577,79,282,0,0,13,59,219,0,988,1244,0,1773,9781
Maharashtra,Raigad,2014,31,17,0,0,47,0,0,0,47,2,45,1,41,41,0,0,0,0,6,0,6,0,72,224,199,25,429,127,302,58,146,0,4,10,2,2,0,4,0,0,126,17,142,4,0,2,42,54,0,281,386,0,411,2460
Maharashtra,Ratnagiri,2014,11,15,3,0,34,0,0,0,34,3,31,1,19,18,1,0,0,0,2,0,2,0,38,143,126,17,256,60,196,7,66,0,0,5,0,0,0,0,0,0,61,13,71,1,0,0,19,26,0,153,342,0,255,1512
Maharashtra,Sangli,2014,50,47,1,0,66,0,0,0,66,1,65,1,68,19,1,1,32,15,11,0,11,6,63,227,191,36,608,210,398,13,218,0,1,9,2,0,2,1,0,0,205,19,197,9,0,6,39,108,0,309,430,0,2359,4916
Maharashtra,Satara,2014,67,39,9,0,97,0,0,0,97,4,93,0,88,40,1,0,39,8,46,1,45,5,234,408,347,61,1254,445,809,4,340,2,0,3,0,0,0,0,0,0,335,24,155,22,0,4,89,188,0,470,605,0,1557,5801
Maharashtra,Sindhudurg,2014,7,10,1,8,12,0,0,0,12,0,12,1,10,1,1,0,5,3,5,0,5,0,16,84,79,5,132,24,108,9,24,0,0,0,0,0,0,0,0,0,24,8,10,20,0,0,29,4,0,80,102,0,160,744
Maharashtra,Solapur Commr.,2014,21,26,0,0,39,0,0,0,39,1,38,0,39,18,0,0,18,3,10,0,10,1,123,231,202,29,586,358,228,6,111,0,0,1,1,1,0,0,0,0,109,6,99,0,0,3,20,52,0,91,234,0,400,2137
Maharashtra,Solapur Rural,2014,87,75,9,0,97,0,0,0,97,2,95,2,93,13,0,1,40,39,22,1,21,9,68,253,230,23,1062,351,711,14,431,0,0,0,12,12,0,1,0,0,418,18,73,45,0,2,72,122,0,500,891,0,1829,5864
Maharashtra,Thane Commr.,2014,117,122,2,2,215,0,0,0,215,3,212,0,435,317,0,2,16,100,35,0,35,13,1315,1648,1294,354,3167,1656,1511,12,338,0,0,16,0,0,0,0,0,0,322,124,953,1,0,13,309,351,0,306,774,22,1931,12410
Maharashtra,Thane Rural,2014,51,23,11,0,75,0,0,0,75,2,73,0,71,63,0,2,2,4,27,1,26,6,230,349,264,85,641,277,364,43,168,5,0,4,0,0,0,0,2,0,157,33,301,0,0,3,29,103,0,216,173,0,761,3385
Maharashtra,Wardha,2014,35,64,8,0,62,0,0,0,62,2,60,0,37,0,0,1,25,11,14,0,14,2,50,166,116,50,800,145,655,14,41,0,0,0,0,0,0,0,0,0,41,30,95,4,0,1,32,98,0,166,51,0,1620,3452
Maharashtra,Washim,2014,31,62,5,0,33,0,0,0,33,1,32,0,32,16,1,0,14,1,6,0,6,1,51,115,98,17,466,127,339,30,94,5,0,0,0,0,0,8,0,0,81,6,55,0,0,5,178,113,0,132,182,0,867,2497
Maharashtra,Yavatmal,2014,75,98,5,0,108,0,0,0,108,8,100,0,157,42,0,0,99,16,19,0,19,5,146,448,378,70,1850,247,1603,58,197,0,0,2,12,5,7,0,0,0,183,32,151,0,0,12,58,301,0,243,668,0,4070,8812
Manipur,Bishnupur,2014,12,23,1,0,9,0,0,0,9,0,9,0,11,0,0,0,8,3,0,0,0,0,0,8,8,0,50,33,17,0,6,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,0,3,0,25,78,0,44,283
Manipur,Chandel,2014,4,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,11,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,17,63
Manipur,Churachandpur,2014,13,11,0,0,5,0,0,0,5,0,5,0,6,0,0,0,2,4,0,0,0,0,0,7,7,0,29,16,13,0,1,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,2,0,0,0,10,0,29,126
Manipur,C. I. D.,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Imphal East,2014,13,42,0,0,20,0,0,0,20,0,20,0,27,0,0,0,17,10,0,0,0,0,0,15,14,1,251,208,43,0,15,1,0,0,0,0,0,0,1,0,13,2,18,1,0,1,0,8,0,15,87,1,46,582
Manipur,Imphal West,2014,20,61,1,0,20,0,0,0,20,0,20,1,52,7,0,7,25,13,0,0,0,0,4,28,0,28,475,410,65,0,42,0,0,0,0,0,0,0,0,0,42,31,39,10,0,0,3,14,0,27,243,2,152,1245
Manipur,Senapati,2014,5,6,2,0,1,0,0,0,1,0,1,0,11,0,0,0,1,10,0,0,0,0,3,2,2,0,11,1,10,0,3,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,29,0,35,113
Manipur,Tamenglong,2014,4,19,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,7,0,0,0,0,0,0,0,0,12,2,10,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,29,0,33,109
Manipur,Thoubal,2014,15,47,1,0,19,0,0,0,19,0,19,0,61,0,0,6,47,8,0,0,0,0,0,13,13,0,157,120,37,0,29,0,0,0,0,0,0,0,0,0,29,19,29,0,0,0,0,16,0,44,137,0,39,645
Manipur,Ukhrul,2014,10,11,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,3,0,0,0,0,0,2,0,2,4,2,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,4,0,9,50
Meghalaya,Garo Hills East,2014,7,1,1,0,3,0,0,0,3,0,3,0,7,0,0,0,0,7,3,0,3,0,6,1,0,1,57,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,18,117
Meghalaya,Garo Hills North,2014,14,8,2,0,3,0,0,0,3,0,3,0,26,0,0,9,1,16,5,0,5,0,2,4,4,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,8,0,0,21,128
Meghalaya,Garo Hills South,2014,19,24,2,0,3,0,0,0,3,2,1,0,28,0,0,0,4,24,4,0,4,0,2,2,2,0,21,10,11,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,4,0,0,13,139
Meghalaya,Garo Hills South West,2014,5,4,0,0,4,0,0,0,4,0,4,0,4,4,0,0,0,0,5,0,5,0,2,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,5,48
Meghalaya,Garo Hills West,2014,28,26,1,0,11,0,0,0,11,0,11,7,59,0,0,13,3,43,9,0,9,0,13,47,45,2,72,45,27,0,2,1,0,0,0,0,0,0,0,0,1,10,9,4,0,0,0,10,0,24,17,0,122,482
Meghalaya,Jaintia Hills West,2014,18,11,2,0,10,0,0,0,10,0,10,0,9,0,0,0,0,9,0,0,0,0,3,23,0,23,55,3,52,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,5,8,0,104,271
Meghalaya,Jaintia Hills East,2014,19,11,0,0,11,0,0,0,11,1,10,0,7,0,2,5,0,0,3,0,3,0,4,2,2,0,68,40,28,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,0,0,0,0,0,28,0,0,76,261
Meghalaya,Khasi Hills East,2014,24,20,3,0,14,0,0,0,14,0,14,12,23,21,0,1,1,0,7,0,7,0,53,35,25,10,399,43,356,0,0,0,0,0,0,0,0,0,0,0,0,30,111,29,0,0,0,26,0,40,25,0,292,1157
Meghalaya,Khasi Hills South West,2014,4,1,0,0,12,0,0,0,12,0,12,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,15,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,8,61
Meghalaya,Khasi Hills West,2014,11,7,0,0,19,0,0,0,19,0,19,0,9,0,0,0,0,9,4,0,4,0,3,18,18,0,50,1,49,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,3,0,0,115,267
Meghalaya,Ri-Bhoi,2014,10,2,1,0,28,0,0,0,28,0,28,7,7,3,0,0,0,4,13,0,13,0,8,14,14,0,89,22,67,0,3,0,0,0,0,0,0,0,0,0,3,1,12,5,0,0,0,0,0,29,36,0,49,342
Mizoram,Aizawl,2014,11,13,2,0,39,0,0,0,39,5,34,0,2,2,0,0,0,0,1,0,1,0,5,251,107,144,455,64,391,0,0,0,0,0,0,0,0,0,0,0,0,8,45,1,0,0,23,5,0,18,0,0,56,979
Mizoram,Champhai,2014,9,3,1,0,22,0,0,0,22,0,22,0,1,0,0,0,0,1,0,0,0,0,0,50,50,0,86,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,18,220
Mizoram,Kolasib,2014,1,1,0,0,10,0,0,0,10,0,10,1,2,2,0,0,0,0,5,0,5,0,0,42,6,36,136,13,123,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,10,1,0,0,9,0,22,259
Mizoram,Lawngtlai,2014,6,1,0,0,9,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,26,2,24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,5,0,13,92
Mizoram,Lunglei,2014,8,4,2,0,14,0,0,0,14,1,13,0,0,0,0,0,0,0,1,0,1,0,0,39,36,3,52,2,50,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,13,0,0,8,5,0,13,180
Mizoram,Mamit,2014,1,0,0,0,10,0,0,0,10,0,10,0,2,0,0,2,0,0,1,0,1,0,0,40,40,0,33,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,5,0,0,8,120
Mizoram,Saiha,2014,4,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,27,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,10,69
Mizoram,Serchhip,2014,2,0,1,1,12,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,1,17,17,0,37,3,34,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,4,1,0,6,99
Mizoram,Spl Traffic,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20
Nagaland,Dimapur,2014,22,17,0,0,12,0,0,0,12,3,9,2,25,8,0,6,2,9,8,0,8,0,26,21,15,6,215,160,55,0,2,0,0,0,0,0,0,0,0,0,2,8,24,3,0,0,1,3,0,6,0,3,12,425
Nagaland,Kiphire,2014,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,13
Nagaland,Kohima,2014,3,6,0,0,9,0,0,0,9,0,9,0,5,0,0,1,0,4,0,0,0,0,6,12,12,0,75,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,7,0,0,31,180
Nagaland,Longleng,2014,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,13
Nagaland,Mokokchung,2014,5,3,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,2,2,2,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,5,2,0,11,57
Nagaland,Mon,2014,6,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,11,40
Nagaland,Peren,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,15
Nagaland,Phek,2014,9,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,2,0,3,61
Nagaland,Tuensang,2014,0,0,0,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,18,47
Nagaland,Wokha,2014,10,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,29,6,23,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89
Nagaland,Zunheboto,2014,1,10,0,0,3,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,1,15,15,0,23,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,76
Odisha,Angul,2014,58,89,0,0,44,0,0,0,44,0,44,1,85,0,0,0,66,19,39,0,39,0,107,167,159,8,548,157,391,0,73,0,7,1,0,0,0,0,0,0,65,21,67,0,0,4,50,30,0,174,0,6,1243,2850
Odisha,Balasore,2014,65,126,6,0,110,0,0,0,110,11,99,11,231,97,1,7,118,8,15,0,15,20,90,240,231,9,357,141,216,19,60,0,0,2,0,0,0,0,0,0,58,16,140,0,1,2,59,380,0,185,236,3,1195,3668
Odisha,Baragarh,2014,27,120,0,0,56,0,0,0,56,0,56,0,61,23,0,0,18,20,17,0,17,5,68,113,113,0,199,54,145,0,89,0,0,0,0,0,0,0,0,0,89,12,33,14,0,7,50,80,0,98,153,0,265,1518
Odisha,Berhampur,2014,31,76,0,0,30,0,0,0,30,0,30,0,59,23,0,0,35,1,25,0,25,0,76,114,0,114,237,119,118,0,29,0,0,0,0,0,0,0,0,0,29,46,78,3,0,0,6,118,0,96,127,0,290,1471
Odisha,Bhadrak,2014,39,86,0,0,63,0,0,0,63,1,62,0,116,0,0,0,98,18,3,0,3,1,25,99,99,0,222,63,159,0,45,0,0,0,0,0,0,0,0,0,45,15,85,0,0,24,26,168,0,85,0,0,1473,2638
Odisha,Bolangir,2014,26,70,0,0,56,0,0,0,56,0,56,0,130,24,0,0,106,0,13,0,13,0,59,129,129,0,199,64,135,0,64,0,0,0,0,0,0,0,0,0,64,12,43,0,0,19,24,47,0,112,140,0,796,1995
Odisha,Boudh,2014,22,37,0,0,24,0,0,0,24,1,23,0,34,0,0,0,0,34,9,0,9,0,23,29,2,27,35,12,23,4,9,0,0,0,0,0,0,0,0,0,9,4,14,0,0,2,33,14,0,36,72,3,31,460
